 -100.   -0.00076187577   -0.000201772194
 -95.959596   -0.00197490402   -0.000413162845
 -91.9191919   -0.0041661381   -0.000667091595
 -87.8787879   -0.00711766808   -0.000724465159
 -83.8383838   -0.0089551352    2.73304713E-05
 -79.7979798   -0.00430681339    0.00271766392
 -75.7575758    0.0176725723    0.00886483353
 -71.7171717    0.0736243261    0.019622677
 -67.6767677    0.181467306    0.0341134658
 -63.6363636    0.34746401    0.0470241235
 -59.5959596    0.543763323    0.0465755852
 -55.5555556    0.682011782    0.0150351599
 -51.5151515    0.598460448   -0.0657501237
 -47.4747475    0.0736608169   -0.202864796
 -43.4343434   -1.09342693   -0.377771516
 -39.3939394   -2.9586053   -0.536394512
 -35.3535354   -5.29226196   -0.594071644
 -31.3131313   -7.50198195   -0.462109141
 -27.2727273   -8.70176503   -0.091958224
 -23.2323232   -7.96729055    0.480866211
 -19.1919192   -4.7240828    1.11931444
 -15.1515152    0.884158719    1.61408529
 -11.1111111    7.84277151    1.75850039
 -7.07070707    14.4638602    1.44040111
 -3.03030303    18.9142473    0.706003986
  1.01010101    19.8777646   -0.241628274
  5.05050505    17.0621872   -1.11567697
  9.09090909    11.3144588   -1.65844732
  13.1313131    4.28926828   -1.74031203
  17.1717172   -2.17213401   -1.3987356
  21.2121212   -6.67042798   -0.803972076
  25.2525253   -8.62530844   -0.175393656
  29.2929293   -8.28916826    0.306956818
  33.3333333   -6.46320397    0.556347539
  37.3737374   -4.09531704    0.583761149
  41.4141414   -1.94498187    0.463893585
  45.4545455   -0.420973069    0.288102107
  49.4949495    0.405492315    0.127660796
  53.5353535    0.680944283    0.0183301899
  57.5757576    0.628612517   -0.0359239941
  61.6161616    0.445647543   -0.0494736348
  65.6565657    0.257821072   -0.0413380806
  69.6969697    0.12017403   -0.0265996537
  73.7373737    0.0402088785   -0.0136485945
  77.7777778    0.00359230335   -0.0052637446
  81.8181818   -0.00797295458   -0.0010395672
  85.8585859   -0.00840413188    0.000507577679
  89.8989899   -0.00560668299    0.000747617707
  93.9393939   -0.0029399784    0.000543290231
  97.979798   -0.00126128074    0.000296545672
  100.   -0.00076187577    0.000201772194
